"age" "gender" "weight" "height" "bpm_ave" "duration" "calories" "type" "fat" "water" "freq" "level" "bmi"
"796" 40 "Male" 81.7 1.74 133 0.91 666 "Yoga" 27 2.7 "2" "1" 26.99
"797" 31 "Male" 49.3 1.62 157 0.56 484 "Strength" 20 3.2 "2" "1" 18.79
"798" 41 "Female" 61.9 1.64 131 1.93 1138 "Yoga" 19.4 2.7 "4" "3" 23.01
"799" 19 "Female" 49.1 1.68 164 1.42 1164 "Cardio" 25.3 2.6 "4" "2" 17.4
"800" 43 "Male" 66.5 1.83 136 1.11 747 "Yoga" 27.1 2.4 "3" "2" 19.86
"801" 31 "Male" 75.5 1.93 135 0.6 446 "Cardio" 20.5 3.4 "2" "1" 20.27
"802" 24 "Male" 88.2 1.79 154 1.76 1491 "HIIT" 11.3 3.5 "4" "3" 27.53
"803" 20 "Male" 74.8 1.75 121 1.33 885 "Yoga" 25 3.3 "3" "2" 24.42
"804" 40 "Female" 72.2 1.6 130 0.87 566 "Yoga" 29.2 1.9 "3" "1" 28.2
"805" 35 "Male" 62.8 1.63 160 1.41 1241 "Cardio" 21.9 3.7 "4" "2" 23.64
"806" 55 "Male" 84.7 1.79 122 1.19 719 "Cardio" 23.3 2.4 "3" "2" 26.43
"807" 52 "Male" 116.5 1.69 148 0.53 388 "Cardio" 27.3 2.4 "2" "1" 40.79
"808" 32 "Male" 77.4 1.92 137 1.39 1047 "Cardio" 26.7 3.3 "3" "2" 21
"809" 42 "Female" 72.9 1.62 139 1.17 732 "Yoga" 25.7 2 "4" "2" 27.78
"810" 54 "Female" 58.4 1.59 166 1.08 807 "Cardio" 32.5 1.9 "2" "1" 23.1
"811" 45 "Female" 64.3 1.54 133 1.67 999 "Yoga" 15.3 2.7 "4" "3" 27.11
"812" 27 "Male" 89.3 1.87 153 1.62 1363 "Strength" 12.7 3.5 "5" "3" 25.54
"813" 56 "Male" 90.2 1.61 168 1.38 1148 "Yoga" 22.6 2.3 "3" "2" 34.8
"814" 34 "Female" 59 1.62 150 1.13 847 "Cardio" 30.9 2.4 "4" "2" 22.48
"815" 56 "Male" 58.7 1.86 159 1.09 858 "Cardio" 22.6 3.3 "3" "2" 16.97
"816" 39 "Male" 127.5 1.82 161 1.26 1116 "Strength" 29.8 3 "3" "2" 38.49
"817" 43 "Female" 68.6 1.52 137 1.42 875 "Yoga" 28.1 2.6 "4" "2" 29.69
"818" 42 "Female" 56.7 1.53 149 1.07 717 "Strength" 27.4 1.9 "3" "1" 24.22
"819" 34 "Female" 64.5 1.78 144 1.33 958 "Yoga" 27.8 1.8 "4" "2" 20.36
"820" 30 "Female" 61.6 1.52 138 1.78 1228 "Cardio" 19.5 2.7 "4" "3" 26.66
"821" 37 "Male" 75.1 1.82 127 1.23 859 "Yoga" 26.4 3.2 "4" "2" 22.67
"822" 42 "Male" 79.3 1.93 147 1.22 888 "Cardio" 27.3 3.3 "2" "1" 21.29
"823" 21 "Female" 72.6 1.68 127 1.19 756 "Cardio" 34.2 1.8 "3" "2" 25.72
"824" 27 "Male" 76.7 1.7 150 0.96 792 "HIIT" 29.1 2.1 "3" "1" 26.54
"825" 20 "Female" 44.2 1.61 122 1.08 659 "HIIT" 32.4 2.5 "2" "1" 17.05
"826" 58 "Female" 56.5 1.7 122 0.74 406 "Yoga" 27 2.7 "2" "1" 19.55
"827" 35 "Male" 100.9 1.63 163 1.1 986 "Cardio" 28.4 3.1 "2" "1" 37.98
"828" 53 "Female" 55.8 1.55 141 1.12 711 "Strength" 27 1.8 "4" "2" 23.23
"829" 39 "Male" 58.3 1.93 136 1.35 1010 "Cardio" 27.4 3.7 "4" "2" 15.65
"830" 51 "Male" 48.6 1.77 155 1.47 1128 "Strength" 26.9 3.5 "2" "1" 15.51
"831" 25 "Male" 81.7 1.95 136 1.94 1451 "Yoga" 13.8 3.5 "4" "3" 21.49
"832" 57 "Male" 85.6 1.69 133 1.76 1159 "Yoga" 12.7 3.5 "5" "3" 29.97
"833" 36 "Female" 60 1.72 128 1.63 1043 "Strength" 18.2 2.7 "5" "3" 20.28
"834" 59 "Male" 126.4 1.69 149 1.24 915 "Strength" 29.5 2.9 "3" "1" 44.26
"835" 58 "Female" 75.4 1.78 140 1.05 662 "Cardio" 26 2.5 "4" "2" 23.8
"836" 54 "Female" 64.2 1.69 131 1.69 996 "Yoga" 16.5 2.7 "4" "3" 22.48
"837" 23 "Female" 65.2 1.62 156 1.37 1069 "Cardio" 31.1 2.5 "3" "2" 24.84
"838" 43 "Female" 70.1 1.66 151 0.99 673 "Strength" 34.6 2.6 "2" "1" 25.44
"839" 51 "Male" 102.6 1.77 130 1.21 779 "HIIT" 21 3.4 "2" "1" 32.75
"840" 23 "Male" 107.2 1.93 139 1.15 879 "HIIT" 20.2 3.1 "4" "2" 28.78
"841" 54 "Female" 56.5 1.75 154 1.76 1220 "HIIT" 15.3 2.7 "5" "3" 18.45
"842" 50 "Female" 61.6 1.75 166 1.22 911 "Strength" 25.5 2.2 "4" "2" 20.11
"843" 39 "Male" 81.7 1.75 165 1.32 1198 "Cardio" 29.1 2.8 "4" "2" 26.68
"844" 38 "Female" 76.6 1.58 130 0.74 481 "Yoga" 32.2 2.3 "2" "1" 30.68
"845" 23 "Male" 116.8 1.79 127 1 698 "Strength" 26.8 3.4 "4" "2" 36.45
"846" 23 "Female" 60.1 1.59 123 1.8 1107 "HIIT" 17.6 2.7 "4" "3" 23.77
"847" 21 "Male" 93.7 1.73 146 1 803 "Cardio" 27.8 3.6 "2" "1" 31.31
"848" 47 "Female" 41.6 1.58 163 1.03 756 "Yoga" 26.6 2.1 "4" "2" 16.66
"849" 28 "Female" 55.1 1.79 159 1.99 1582 "Yoga" 17 2.7 "5" "3" 17.2
"850" 47 "Male" 127.1 1.76 157 0.71 552 "Strength" 24.9 3 "2" "1" 41.03
"851" 48 "Female" 69.1 1.6 166 1.34 1001 "Strength" 26.1 2 "4" "2" 26.99
"852" 41 "Female" 66.8 1.74 149 1.34 898 "Yoga" 29.2 2.3 "3" "1" 22.06
"853" 26 "Male" 125.5 1.76 163 1.15 1031 "Yoga" 23.2 3.1 "4" "2" 40.52
"854" 20 "Female" 71.3 1.58 167 1.07 893 "HIIT" 25.4 1.5 "3" "2" 28.56
"855" 48 "Male" 129.2 1.61 167 1.06 876 "Yoga" 21.4 2.9 "4" "2" 49.84
"856" 57 "Male" 96.3 1.86 146 1.1 795 "Strength" 27.6 2.2 "3" "2" 27.84
"857" 54 "Female" 67.5 1.54 140 0.72 454 "Cardio" 25.2 1.5 "3" "1" 28.46
"858" 53 "Female" 64.4 1.55 139 1.77 1107 "HIIT" 19.7 2.7 "4" "3" 26.81
"859" 41 "Female" 64.9 1.57 123 1.04 576 "HIIT" 25.9 2.4 "4" "2" 26.33
"860" 48 "Female" 52.3 1.66 130 0.74 433 "Yoga" 33 1.8 "3" "1" 18.98
"861" 23 "Female" 56.7 1.55 132 1.38 911 "Cardio" 34 1.9 "4" "2" 23.6
"862" 19 "Female" 46.8 1.63 128 1.35 864 "HIIT" 34.4 1.6 "4" "2" 17.61
"863" 37 "Female" 70.3 1.77 123 1.01 621 "Strength" 33.7 1.7 "2" "1" 22.44
"864" 45 "Male" 80.8 1.76 131 1.7 1102 "Yoga" 11.4 3.5 "4" "3" 26.08
"865" 28 "Female" 56 1.5 128 1.94 1242 "Strength" 16.7 2.7 "5" "3" 24.89
"866" 21 "Male" 101.2 1.84 132 1.3 944 "Yoga" 24.3 3.3 "2" "1" 29.89
"867" 32 "Female" 56.6 1.57 167 1.65 1378 "HIIT" 15.7 2.7 "4" "3" 22.96
"868" 23 "Female" 40.9 1.75 145 0.82 594 "Yoga" 25.2 2.1 "3" "1" 13.36
"869" 47 "Male" 127.8 1.65 157 0.77 598 "Cardio" 28.7 3.5 "2" "1" 46.94
"870" 55 "Female" 49.3 1.76 161 1.28 927 "Strength" 30.5 2 "2" "1" 15.92
"871" 19 "Female" 64.3 1.63 132 1.87 1234 "Cardio" 18 2.7 "5" "3" 24.2
"872" 32 "Male" 49.3 1.62 158 1.18 1025 "Strength" 29.3 2.5 "3" "2" 18.79
"873" 28 "Female" 63 1.62 147 0.68 500 "Strength" 31.7 1.9 "2" "1" 24.01
"874" 25 "Female" 41.1 1.67 138 1.03 711 "Yoga" 31.9 2.4 "3" "2" 14.74
"875" 43 "Female" 40.5 1.74 143 1.5 965 "HIIT" 32.9 2.2 "3" "2" 13.38
"876" 22 "Male" 71 1.62 138 0.91 691 "HIIT" 21.2 3.5 "2" "1" 27.05
"877" 23 "Female" 60.9 1.62 168 1.59 1336 "Cardio" 16.8 2.7 "5" "3" 23.21
"878" 43 "Female" 64.7 1.66 132 1.88 1117 "Yoga" 19.8 2.7 "4" "3" 23.48
"879" 21 "Female" 51 1.71 132 1.07 706 "HIIT" 34.2 2.2 "3" "2" 17.44
"880" 36 "Female" 57.7 1.77 147 1.65 1213 "Strength" 19.4 2.7 "4" "3" 18.42
"881" 37 "Male" 76.9 1.82 121 1.49 992 "Strength" 24.5 2.8 "4" "2" 23.22
"882" 50 "Male" 80.5 1.77 129 1.85 1181 "Yoga" 14.3 3.5 "4" "3" 25.7
"883" 37 "Female" 73.3 1.74 141 1.03 726 "Cardio" 25.5 2.4 "3" "2" 24.21
"884" 29 "Female" 49 1.57 132 1.33 878 "Yoga" 26.5 2.6 "3" "2" 19.88
"885" 18 "Male" 114.5 1.97 128 1.03 725 "Cardio" 24.1 2.6 "3" "1" 29.5
"886" 43 "Male" 81 1.78 152 1.58 1189 "Yoga" 12.4 3.5 "5" "3" 25.56
"887" 31 "Female" 53.5 1.76 133 1.22 811 "Strength" 27.6 1.8 "4" "2" 17.27
"888" 55 "Male" 52.1 1.68 167 0.77 637 "Yoga" 23.6 3 "3" "1" 18.46
"889" 54 "Female" 70.1 1.52 139 0.76 475 "HIIT" 26.6 2.1 "2" "1" 30.34
"890" 28 "Male" 86.9 1.78 134 1.29 951 "HIIT" 24.9 3.7 "4" "2" 27.43
"891" 53 "Male" 73.4 1.76 151 1.09 815 "Yoga" 27.9 2.8 "3" "2" 23.7
"892" 30 "Male" 90 1.66 152 1.32 1104 "Cardio" 26.6 2.1 "4" "2" 32.66
"893" 20 "Male" 85.7 1.92 136 1.72 1287 "Cardio" 10.5 3.5 "5" "3" 23.25
"894" 50 "Female" 70.4 1.55 143 0.73 470 "Strength" 29.9 2.7 "2" "1" 29.3
"895" 23 "Male" 57.7 1.71 149 1.15 942 "Strength" 27 3.4 "3" "2" 19.73
"896" 27 "Male" 75.7 1.76 132 0.68 494 "Cardio" 25.3 2.3 "3" "1" 24.44
"897" 22 "Female" 61.8 1.52 166 1.83 1519 "Yoga" 17 2.7 "5" "3" 26.75
"898" 40 "Male" 80.3 1.76 167 1.63 1497 "Strength" 13.1 3.5 "5" "3" 25.92
"899" 27 "Male" 104.3 1.68 135 1.28 950 "Cardio" 29.7 3.5 "3" "2" 36.95
"900" 19 "Female" 65.7 1.58 121 1.46 883 "Cardio" 25.9 1.9 "3" "2" 26.32
"901" 30 "Male" 120.3 1.96 136 0.66 494 "Yoga" 23.9 2.6 "2" "1" 31.32
"902" 57 "Female" 51.9 1.57 151 1.05 713 "HIIT" 29.1 2.6 "3" "2" 21.06
"903" 19 "Female" 59.1 1.57 162 1.65 1336 "Cardio" 17.9 2.7 "5" "3" 23.98
"904" 37 "Female" 66.9 1.75 127 1.38 876 "Strength" 26.5 2.1 "4" "2" 21.84
"905" 18 "Female" 66.9 1.75 122 0.94 573 "Yoga" 26.8 1.7 "2" "1" 21.84
"906" 54 "Male" 78.7 1.66 131 1.42 921 "Yoga" 22.9 2.6 "3" "2" 28.56
"907" 26 "Female" 62.4 1.61 139 1.88 1307 "Yoga" 19.8 2.7 "4" "3" 24.07
"908" 34 "Male" 102.1 1.71 135 0.96 713 "HIIT" 27.3 3.2 "2" "1" 34.92
"909" 26 "Male" 51.9 2 133 0.75 549 "HIIT" 26.6 2.3 "2" "1" 12.97
"910" 28 "Male" 58.3 2 135 1.32 980 "Strength" 28.2 3 "4" "2" 14.57
"911" 32 "Male" 89.8 1.92 168 1.93 1783 "Strength" 10.6 3.5 "4" "3" 24.36
"912" 41 "Male" 101.1 1.83 162 0.79 634 "Yoga" 28.6 3.2 "2" "1" 30.19
"913" 55 "Male" 118.6 1.72 168 0.77 640 "Strength" 25.9 2.6 "3" "1" 40.09
"914" 52 "Male" 84.8 1.85 152 1.19 895 "Cardio" 23.4 3.2 "2" "1" 24.78
"915" 47 "Male" 80 1.77 149 0.72 531 "HIIT" 28.2 3.5 "3" "1" 25.54
"916" 48 "Male" 73.1 1.83 131 1.05 681 "Yoga" 28 2.8 "4" "2" 21.83
"917" 22 "Male" 117.3 1.68 134 1.24 914 "Yoga" 28.5 2.7 "3" "2" 41.56
"918" 31 "Female" 77.4 1.71 137 1.26 863 "Cardio" 26.2 1.8 "4" "2" 26.47
"919" 28 "Female" 72.9 1.67 147 1.13 831 "Cardio" 34.7 2.2 "3" "2" 26.14
"920" 26 "Female" 71.2 1.5 142 1.15 816 "Cardio" 34.6 2.6 "2" "1" 31.64
"921" 51 "Male" 88.2 1.62 133 1.56 1027 "Cardio" 11.8 3.5 "4" "3" 33.61
"922" 29 "Female" 75.6 1.8 149 1.31 976 "Yoga" 25.7 1.9 "4" "2" 23.33
"923" 52 "Female" 57.9 1.56 152 1.66 1135 "HIIT" 15.8 2.7 "4" "3" 23.79
"924" 52 "Female" 70.6 1.58 164 1.02 753 "HIIT" 34.9 2 "3" "2" 28.28
"925" 18 "Male" 118.6 1.64 134 0.94 693 "Cardio" 25.6 2.7 "3" "1" 44.1
"926" 57 "Male" 55.7 1.99 126 1.13 705 "Strength" 23.6 3 "3" "2" 14.07
"927" 39 "Male" 102.3 1.94 134 0.89 656 "Yoga" 22.9 2.4 "3" "1" 27.18
"928" 46 "Male" 72.6 1.87 161 1.31 1044 "HIIT" 22.6 3.4 "4" "2" 20.76
"929" 25 "Female" 63.8 1.68 165 0.95 784 "Cardio" 31.6 1.9 "2" "1" 22.6
"930" 28 "Female" 67.3 1.67 157 0.61 479 "Strength" 29.2 2.3 "3" "1" 24.13
"931" 58 "Female" 59.3 1.58 165 1.97 1463 "Strength" 19.8 2.7 "4" "3" 23.75
"932" 54 "Female" 70.7 1.57 163 1.14 836 "Cardio" 31.8 2.1 "3" "1" 28.68
"933" 31 "Male" 86.9 1.69 130 1.72 1230 "Yoga" 14 3.5 "4" "3" 30.43
"934" 47 "Male" 98.2 1.9 148 0.76 557 "HIIT" 22.9 3 "3" "1" 27.2
"935" 52 "Male" 63.6 1.62 150 1.3 965 "Strength" 20.8 2.3 "4" "2" 24.23
"936" 38 "Female" 45.2 1.68 144 1.01 727 "HIIT" 29.9 2.4 "3" "2" 16.01
"937" 54 "Male" 117.2 1.62 143 1.04 736 "HIIT" 23.1 2.3 "4" "2" 44.66
"938" 22 "Male" 107.4 1.74 138 1.34 1017 "Strength" 22 2.2 "2" "1" 35.47
"939" 36 "Female" 59.1 1.78 121 0.85 514 "Cardio" 34.5 2.2 "2" "1" 18.65
"940" 31 "Female" 53.3 1.64 141 0.57 402 "Strength" 29.4 2.4 "3" "1" 19.82
"941" 43 "Male" 46.2 1.63 139 1.18 812 "Strength" 21.7 2.1 "2" "1" 17.39
"942" 21 "Male" 67 1.61 152 1.32 1104 "Yoga" 22 2.1 "3" "2" 25.85
"943" 42 "Male" 86.3 1.77 127 1.77 1113 "HIIT" 11.4 3.5 "4" "3" 27.55
"944" 59 "Male" 85.5 1.67 144 1.99 1418 "Cardio" 15 3.5 "5" "3" 30.66
"945" 42 "Male" 70.2 1.87 165 1.38 1127 "HIIT" 22.7 3.4 "3" "2" 20.07
"946" 35 "Male" 127.1 1.62 128 1.02 718 "Strength" 23.3 3.4 "4" "2" 48.43
"947" 57 "Female" 75.6 1.67 153 1.05 723 "Cardio" 31.6 1.8 "3" "2" 27.11
"948" 25 "Female" 62.6 1.65 142 1.2 852 "Cardio" 27.9 2.2 "3" "1" 22.99
"949" 56 "Female" 55.7 1.53 124 1.91 1066 "Cardio" 16.1 2.7 "5" "3" 23.79
"950" 57 "Male" 96.1 1.74 144 1.21 862 "Cardio" 21.6 2.8 "3" "2" 31.74
"951" 31 "Female" 76.7 1.62 127 1.39 883 "Yoga" 28.1 2.3 "4" "2" 29.23
"952" 49 "Male" 57.2 1.89 135 1.14 762 "Cardio" 21.1 3.5 "2" "1" 16.01
"953" 55 "Male" 69.9 1.81 167 1.2 992 "Strength" 20.2 2.1 "4" "2" 21.34
"954" 50 "Female" 67.9 1.77 164 1.03 760 "Yoga" 33 2.4 "3" "2" 21.67
"955" 40 "Male" 87.9 1.87 134 1.96 1445 "Strength" 10.7 3.5 "5" "3" 25.14
"956" 32 "Male" 102.8 1.98 120 1.24 818 "Strength" 27.8 2.8 "3" "2" 26.22
"957" 50 "Female" 51.8 1.5 141 1.32 838 "HIIT" 33 2.2 "3" "1" 23.02
"958" 42 "Female" 57.7 1.57 122 1.83 1005 "Cardio" 17.7 2.7 "4" "3" 23.41
"959" 34 "Female" 66.5 1.69 157 0.81 636 "Cardio" 28.1 2.3 "3" "1" 23.28
"960" 50 "Male" 95.4 1.61 133 1.16 764 "Strength" 21.5 3.6 "4" "2" 36.8
"961" 19 "Female" 69.2 1.6 155 1.17 907 "Cardio" 32.4 1.6 "3" "1" 27.03
"962" 31 "Female" 66.6 1.67 137 1.02 699 "Yoga" 31 1.5 "4" "2" 23.88
"963" 57 "Male" 83.4 1.65 166 1.57 1290 "HIIT" 13.3 3.5 "4" "3" 30.63
"964" 57 "Female" 43.8 1.75 160 1.39 1001 "Cardio" 25.1 1.7 "2" "1" 14.3
"965" 56 "Female" 64.2 1.69 137 1.99 1227 "Cardio" 19.6 2.7 "5" "3" 22.48
"966" 23 "Female" 44.1 1.62 122 0.58 354 "Yoga" 25.7 2.7 "2" "1" 16.8
"967" 23 "Male" 87.3 1.91 129 1.87 1327 "HIIT" 11.8 3.5 "5" "3" 23.93
"968" 20 "Male" 55 1.6 168 1.12 1035 "Yoga" 24 3.2 "4" "2" 21.48
"969" 24 "Male" 87.1 1.74 158 1.57 1364 "Strength" 10 3.5 "4" "3" 28.77
"970" 25 "Male" 66.6 1.61 166 1.38 1260 "Strength" 25 3 "2" "1" 25.69
"971" 59 "Female" 60.4 1.76 120 1.72 929 "Cardio" 18.8 2.7 "5" "3" 19.5
"972" 32 "Male" 126.4 1.83 146 1.1 883 "HIIT" 28.2 2.1 "3" "2" 37.74
"973" 46 "Male" 88.7 1.63 146 0.75 542 "Strength" 28.8 3.5 "2" "1" 33.38
